site_name,api_number,operator,county,state,latitude,longitude,job_codes,well_type,status,source
Walker Farms 14 5,42173342920000,Apache Corporation,Glasscock,Texas,31.8372,-101.4905,,,,FracFocus
Slick State 'B' 4,42427339430000,Apache Corporation,Starr,Texas,26.44102,-98.52595,,,,FracFocus
Roberts Unit 2236A,42501355210000,Apache Corporation,Yoakum,Texas,33.02501,-102.96326,,,,FracFocus
SRH 17 #1711,42383371580000,Apache Corporation,Reagan,Texas,31.442,-101.452,,,,FracFocus
University `36a` 2,42103330870000,Apache Corporation,Crane,Texas,31.45974,-102.42277,,,,FracFocus
Keathley `46` 5,42173342930000,Apache Corporation,Glasscock,Texas,31.87686,-101.514,,,,FracFocus
Mc Elroy 114 Southeast 1,42461373610000,Apache Corporation,Upton,Texas,31.46975,-102.14856,,,,FracFocus
Hartley 38 5,42173342980000,Apache Corporation,Glasscock,Texas,31.895243,-101.51429,,,,FracFocus
KMEU 420,42235347830000,Apache Corporation,Irion,Texas,31.283461,-101.03985,,,,FracFocus
University Lands 30 2H,42103358730000,Apache Corporation,Crane,Texas,31.48386,-102.40881,,,,FracFocus
Riley 4702,42173337590000,Apache Corporation,Glasscock,Texas,31.88767,-101.51101,,,,FracFocus
Xit Unit 206H,42079332150000,Apache Corporation,Cochran,Texas,33.50764,-102.80815,,,,FracFocus
Frances Gunn #13,42227034060000,Apache Corporation,Howard,Texas,32.49115,-101.35459,,,,FracFocus
Burns 27 2,42173342280000,Apache Corporation,Glasscock,Texas,31.80929,-101.50629,,,,FracFocus
Bell 22 4,42173342900000,Apache Corporation,Glasscock,Texas,31.817344,-101.50749,,,,FracFocus
KMEU 1431,42235347770000,Apache Corporation,Irion,Texas,31.287,-101.048,,,,FracFocus
Cowden E W 19,42495304420000,Apache Corporation,Winkler,Texas,31.79864,-103.08866,,,,FracFocus
Roberts Unit 2728,42501327430000,Apache Corporation,Yoakum,Texas,33.02978,-102.87898,,,,FracFocus
East Mallet Unit #49,42219011280000,Apache Corporation,Hockley,Texas,33.470448,-102.52514,,,,FracFocus
Srh `17` 1710,42383371100000,Apache Corporation,Reagan,Texas,31.43817,-101.46868,,,,FracFocus
Tubb J B `F` 39,42103358480000,Apache Corporation,Crane,Texas,31.42406,-102.60688,,,,FracFocus
Hester 39 1,42173344110000,Apache Corporation,Glasscock,Texas,31.899393,-101.52882,,,,FracFocus
Txl South Unit 3711,42135372050000,Apache Corporation,Ector,Texas,31.82583,-102.69476,,,,FracFocus
Mack 6 1,42173341340000,Apache Corporation,Glasscock,Texas,31.98394,-101.50746,,,,FracFocus
E.D. Books 17-6,42173343230000,Apache Corporation,Glasscock,Texas,31.83712,-101.53555,,,,FracFocus
Keathley 46 3,42173340860000,Apache Corporation,Glasscock,Texas,31.88438,-101.5228,,,,FracFocus
KMEU 1423,42235347840000,Apache Corporation,Irion,Texas,31.295,-101.048,,,,FracFocus
ROGERS 35 #3 ?,42461373860000,Apache Corporation,Upton,Texas,31.428861,-101.97583,,,,FracFocus
Walker Farms 14 6,42173342790000,Apache Corporation,Glasscock,Texas,31.84647,-101.48488,,,,FracFocus
Roberts Unit 5427,42501305740000,Apache Corporation,Yoakum,Texas,32.9831,-102.93029,,,,FracFocus
Squire 9 2H,42173343690000,Apache Corporation,Glasscock,Texas,31.992,-101.462,,,,FracFocus
Glass 3 3,42173343060000,Apache Corporation,Glasscock,Texas,31.87072,-101.52037,,,,FracFocus
KMEU 1426,42235347860000,Apache Corporation,Irion,Texas,31.293,-101.048,,,,FracFocus
Tyler 55 4H,42483332630000,Apache Corporation,Wheeler,Texas,35.400879,-100.01154,,,,FracFocus
Gibson 7 `C` 4,42173343150000,Apache Corporation,Glasscock,Texas,31.857043,-101.46712,,,,FracFocus
Riley 48 #3,42173340950000,Apache Corporation,Glasscock,Texas,31.885,-101.493,,,,FracFocus
CC 3702,42461363970000,Apache Corporation,Upton,Texas,31.536423,-102.0167,,,,FracFocus
Riley 47 #6,42173343410000,Apache Corporation,Glasscock,Texas,31.877,-101.509,,,,FracFocus
Tubb J B `J` 3,42103358330000,Apache Corporation,Crane,Texas,31.43726,-102.59776,,,,FracFocus
E D B 10 5,42173343210000,Apache Corporation,Glasscock,Texas,31.858992,-101.50718,,,,FracFocus
Mcelroy Ranch 134 2,42461373830000,Apache Corporation,Upton,Texas,31.44823,-102.19263,,,,FracFocus
KMEU 1524,42235347870000,Apache Corporation,Irion,Texas,31.309,-101.044,,,,FracFocus
His Blessing 35 4,42173342800000,Apache Corporation,Glasscock,Texas,31.91706,-101.5209,,,,FracFocus
Books Ed 17 5,42173343100000,Apache Corporation,Glasscock,Texas,31.82885,-101.53604,,,,FracFocus
Keathley 46 4,42173342500000,Apache Corporation,Glasscock,Texas,31.8875,-101.51553,,,,FracFocus
KMEU 2719,42235347890000,Apache Corporation,Irion,Texas,31.269,-101.069,,,,FracFocus
Glass 15 3,42173342360000,Apache Corporation,Glasscock,Texas,31.83275,-101.51274,,,,FracFocus
Bloomberg #44,42427338860000,Apache Corporation,Starr,Texas,26.41411,-98.52253,,,,FracFocus
Sharptooth 224 1,42173341540000,Apache Corporation,Glasscock,Texas,32.00653,-101.29606,,,,FracFocus
Bloomberg 19,42427331850000,Apache Corporation,Starr,Texas,26.39993,-98.52749,,,,FracFocus
TXLNU 1016,42135401040000,Apache Corporation,Ector,Texas,31.87414,-102.7163,,,,FracFocus
Stiles 10-24H,42483332640000,Apache Corporation,Wheeler,Texas,35.473581,-100.059761,,,,FracFocus
Walker Farms 14 8,42173344000000,Apache Corporation,Glasscock,Texas,31.84276,-101.48393,,,,FracFocus
Burnett 17 3,42227367180000,Apache Corporation,Howard,Texas,32.36938,-101.29175,,,,FracFocus
KMEU 2723,42235347750000,Apache Corporation,Irion,Texas,31.266,-101.065,,,,FracFocus
Stiles 16 12-16H,42483332910000,Apache Corporation,Wheeler,Texas,35.459575,-100.079044,,,,FracFocus
Coons #2,42219006170000,Apache Corporation,Hockley,Texas,33.39345,-102.45777,,,,FracFocus
SRH-1328 ?,42383369660000,Apache Corporation,Reagan,Texas,31.46625,-101.45226,,,,FracFocus
His Blessing `35` 5,42173343170000,Apache Corporation,Glasscock,Texas,31.91836,-101.50936,,,,FracFocus
Roberts Unit 3755,42501357480000,Apache Corporation,Yoakum,Texas,33.01914,-102.88218,,,,FracFocus
Roberts Unit 3671,42501357920000,Apache Corporation,Yoakum,Texas,33.01556,-102.89105,,,,FracFocus
Cook 21 4,42173336850000,Apache Corporation,Glasscock,Texas,31.81764,-101.52027,,,,FracFocus
KMEU 1221,42235348250000,Apache Corporation,Irion,Texas,31.266,-101.057,,,,FracFocus
SRH 17-#1712 ?,42383371600000,Apache Corporation,Reagan,Texas,31.43355,-101.45326,,,,FracFocus
Brahaney Unit 137,42501342680000,Apache Corporation,Yoakum,Texas,33.14948,-102.89627,,,,FracFocus
Ballenger 4202,42173342020000,Apache Corporation,Glasscock,Texas,31.90489,-101.4787,,,,FracFocus
Mcelroy `115` 3SE,42461374730000,Apache Corporation,Upton,Texas,31.4673,-102.16608,,,,FracFocus
KMEU 1329,42235347880000,Apache Corporation,Irion,Texas,31.277,-101.061,,,,FracFocus
Gibson 7 `B` 3,42173343070000,Apache Corporation,Glasscock,Texas,31.86212,-101.45873,,,,FracFocus
Lundell 44 5,42479388900000,Apache Corporation,Webb,Texas,27.65825,-98.99794,,,,FracFocus
Shafter Lake San Andres Unit 600,42003432410000,Apache Corporation,Andrews,Texas,32.3287,-102.64855,,,,FracFocus
Nichols 22 Unit 2,42173342510000,Apache Corporation,Glasscock,Texas,31.94162,-101.53071,,,,FracFocus
Hall 18 1,42227363540000,Apache Corporation,Howard,Texas,32.37131,-101.29837,,,,FracFocus
Bloomberg 11,42427329910000,Apache Corporation,Starr,Texas,26.42676,-98.52275,,,,FracFocus
Tubb J B `C` 38,42103358500000,Apache Corporation,Crane,Texas,31.4928,-102.62147,,,,FracFocus
SRH-1329 ?,42383369960000,Apache Corporation,Reagan,Texas,31.46542,-101.44476,,,,FracFocus
Huitt 25 3,42173342940000,Apache Corporation,Glasscock,Texas,31.92414,-101.50267,,,,FracFocus
ED Books 11 #9,42173343510000,Apache Corporation,Glasscock,Texas,31.855,-101.494,,,,FracFocus
Glass 15 5,42173343280000,Apache Corporation,Glasscock,Texas,31.83395,-101.50192,,,,FracFocus
KMEU 3331,42235348260000,Apache Corporation,Irion,Texas,31.244,-101.083,,,,FracFocus
Schwartz #5,42173343990000,Apache Corporation,Glasscock,Texas,31.862,-101.512,,,,FracFocus
ROSS 40#4 ?,42461365190000,Apache Corporation,Upton,Texas,31.525969,-102.06217,,,,FracFocus
Books Ed 11 1,42173343080000,Apache Corporation,Glasscock,Texas,31.85053,-101.49847,,,,FracFocus
Riley 47 #8,42173344120000,Apache Corporation,Glasscock,Texas,31.889,-101.508,,,,FracFocus
Books E D 17 7,42173344980000,Apache Corporation,Glasscock,Texas,31.83033,-101.54672,,,,FracFocus
Books Ed 13 5,42173343120000,Apache Corporation,Glasscock,Texas,31.84332,-101.47906,,,,FracFocus
Weaver 23 #9,42173343380000,Apache Corporation,Glasscock,Texas,31.83,-101.485,,,,FracFocus
Bivins-LIT #1151,42359303410000,Apache Corporation,Oldham,Texas,35.54351,-102.23947,,,,FracFocus
Roberts Unit #3227,42501312780000,Apache Corporation,Yoakum,Texas,33.00827,-102.96484,,,,FracFocus
Cole 14-3,42227367070000,Apache Corporation,Howard,Texas,32.453795,-101.45379,,,,FracFocus
KMCU 5018,42235347780000,Apache Corporation,Irion,Texas,31.255,-101.099,,,,FracFocus
Bivins-Lit 302,42359303430000,Apache Corporation,Oldham,Texas,35.54727,-102.25415,,,,FracFocus
Goodner 22 #2,42173343400000,Apache Corporation,Glasscock,Texas,31.831,-101.499,,,,FracFocus
Books E D 13 6,42173344610000,Apache Corporation,Glasscock,Texas,31.84595,-101.48252,,,,FracFocus
His Blessing 35 #7,42173343440000,Apache Corporation,Glasscock,Texas,31.909,-101.506,,,,FracFocus
His Blessing 35 6,42173343470000,Apache Corporation,Glasscock,Texas,31.90651,-101.51194,,,,FracFocus
Dolphin 12 3,42173344420000,Apache Corporation,Glasscock,Texas,31.85675,-101.48124,,,,FracFocus
Frances Gunn #A-12,42227034050000,Apache Corporation,Howard,Texas,32.49451,-101.35402,,,,FracFocus
J Anthony #2H,42041320110000,Apache Corporation,Brazos,Texas,30.66702,-96.49275,,,,FracFocus
KMCU 4909,42235348240000,Apache Corporation,Irion,Texas,31.261,-101.097,,,,FracFocus
Walker Farms 14 #4,42173342750000,Apache Corporation,Glasscock,Texas,31.848,-101.489,,,,FracFocus
Keathley 46 9,42173344560000,Apache Corporation,Glasscock,Texas,31.88334,-101.52937,,,,FracFocus
Walker Farms 14 #7,42173343980000,Apache Corporation,Glasscock,Texas,31.837,-101.487,,,,FracFocus
Gray 24 7,42173344510000,Apache Corporation,Glasscock,Texas,31.83597,-101.47713,,,,FracFocus
Stiles 68 2168H,42483333120000,Apache Corporation,Wheeler,Texas,35.43037,-100.05502,,,,FracFocus
JB Tubb A/C 1 #371,42103358320000,Apache Corporation,Crane,Texas,31.491075,-102.60664,,,,FracFocus
Cook 21 5,42173342960000,Apache Corporation,Glasscock,Texas,31.82009,-101.51432,,,,FracFocus
SAU 43 5B ?,42383374590000,Apache Corporation,Reagan,Texas,31.480794,-101.65321,,,,FracFocus
Fuller 43 #2,42173341300000,Apache Corporation,Glasscock,Texas,32.0,-101.508,,,,FracFocus
ED Books 2 #7,42173344720000,Apache Corporation,Glasscock,Texas,31.876,-101.496,,,,FracFocus
KMCU 5032,42235348220000,Apache Corporation,Irion,Texas,31.244,-101.096,,,,FracFocus
Roberts Unit 2237,42501312150000,Apache Corporation,Yoakum,Texas,33.02254,-102.96077,,,,FracFocus
Weaver 23 #10,42173344430000,Apache Corporation,Glasscock,Texas,31.829,-101.492,,,,FracFocus
Ross R L 116 12,42461373840000,Apache Corporation,Upton,Texas,31.45689,-102.15741,,,,FracFocus
His Blessing 35 #8,42173344220000,Apache Corporation,Glasscock,Texas,31.909,-101.519,,,,FracFocus
Bivins West 219 #2,42359303450000,Apache Corporation,Oldham,Texas,35.581337,-102.29181,,,,FracFocus
Coons W A 57,42445316450000,Apache Corporation,Terry,Texas,33.38606,-102.44721,,,,FracFocus
Ballenger 3102,42173345210000,Apache Corporation,Glasscock,Texas,31.91756,-101.4828,,,,FracFocus
Nichols 22 #3,42173344760000,Apache Corporation,Glasscock,Texas,31.933,-101.531,,,,FracFocus
Txl South Unit 5211H,42135412640000,Apache Corporation,Ector,Texas,31.81754,-102.70976,,,,FracFocus
Cook 21 6,42173343240000,Apache Corporation,Glasscock,Texas,31.82304,-101.52298,,,,FracFocus
Riley 47 # 9,42173345570000,Apache Corporation,Glasscock,Texas,31.887,-101.509,,,,FracFocus
KMCU 5510,42235348230000,Apache Corporation,Irion,Texas,31.246,-101.119,,,,FracFocus
Leland Meekeel 226 #4H,42357331840000,Apache Corporation,Ochiltree,Texas,36.128901,-100.708036,,,,FracFocus
University Lands `A` 37 4,42103358800000,Apache Corporation,Crane,Texas,31.44364,-102.40471,,,,FracFocus
Keathley 46 6,42173343870000,Apache Corporation,Glasscock,Texas,31.87467,-101.52181,,,,FracFocus
Huitt 25 #4,42173344490000,Apache Corporation,Glasscock,Texas,31.923,-101.505,,,,FracFocus
Wahoo 20 2,42173344810000,Apache Corporation,Glasscock,Texas,31.81787,-101.53652,,,,FracFocus
KMCU 5423,42235347820000,Apache Corporation,Irion,Texas,31.237,-101.117,,,,FracFocus
Weber #7,42461365080000,Apache Corporation,Upton,Texas,31.517,-102.019,,,,FracFocus
Riley 4707,42173345400000,Apache Corporation,Glasscock,Texas,31.88279,-101.50667,,,,FracFocus
Weaver 23 #3,42173337320000,Apache Corporation,Glasscock,Texas,31.832,-101.494,,,,FracFocus
Reed 6-1,42227367260000,Apache Corporation,Howard,Texas,32.388,-101.309,,,,FracFocus
Mc Elroy Ranch 132 2NW,42461373820000,Apache Corporation,Upton,Texas,31.46643,-102.19168,,,,FracFocus
Weaver 23 6,42173342860000,Apache Corporation,Glasscock,Texas,31.82253,-101.48612,,,,FracFocus
Keathley 46 #7,42173345160000,Apache Corporation,Glasscock,Texas,31.876,-101.517,,,,FracFocus
Cowden B#5,42461372260000,Apache Corporation,Upton,Texas,31.564,-101.914,,,,FracFocus
Boles # 3-19H,42483332940000,Apache Corporation,Wheeler,Texas,35.282314,-100.123781,,,,FracFocus
Spearfish 27 3,42173345180000,Apache Corporation,Glasscock,Texas,31.94829,-101.44237,,,,FracFocus
Ballenger 30 #4,42173345260000,Apache Corporation,Glasscock,Texas,30.40823,-93.99233,,,,FracFocus
Txl South Unit 3809,42135408660000,Apache Corporation,Ector,Texas,31.82619,-102.6961,,,,FracFocus
Ellwood A 187H,42219372080000,Apache Corporation,Hockley,Texas,33.362,-102.181,,,,FracFocus
Nix 16 7,42173343910000,Apache Corporation,Glasscock,Texas,31.83162,-101.52924,,,,FracFocus
Huitt 25 #5,42173344780000,Apache Corporation,Glasscock,Texas,31.93421,-101.50889,,,,FracFocus
KMCU 5028,42235348210000,Apache Corporation,Irion,Texas,31.248,-101.108,,,,FracFocus
Pyle 403HD,42483331030000,Apache Corporation,Wheeler,Texas,35.501944,-100.185556,,,,FracFocus
Connell Cowden 48 #6,42461367400000,Apache Corporation,Upton,Texas,31.524,-102.009,,,,FracFocus
ED Books 10 #8,42173345710000,Apache Corporation,Glasscock,Texas,31.84853,-101.50378,,,,FracFocus
Wahoo 20 6,42173344690000,Apache Corporation,Glasscock,Texas,31.82075,-101.54286,,,,FracFocus
Anderson 26 #2,42173344830000,Apache Corporation,Glasscock,Texas,31.92311,-101.52291,,,,FracFocus
Riley 4807,42173346000000,Apache Corporation,Glasscock,Texas,31.88327,-101.48892,,,,FracFocus
TXLNU 1024H,42135412790000,Apache Corporation,Ector,Texas,31.863,-102.736,,,,FracFocus
Riley 37 #5,42173345970000,Apache Corporation,Glasscock,Texas,31.89614,-101.49301,,,,FracFocus
KMCU 5029,42235347760000,Apache Corporation,Irion,Texas,31.244,-101.108,,,,FracFocus
Bivins-LIT 4 #3,42359303460000,Apache Corporation,Oldham,Texas,35.558289,-102.257096,,,,FracFocus
SRH-1319,42383369340000,Apache Corporation,Reagan,Texas,31.47985,-101.45896,,,,FracFocus
Schwartz 36 5,42173343260000,Apache Corporation,Glasscock,Texas,31.92164,-101.49136,,,,FracFocus
Weaver 23 8,42173343360000,Apache Corporation,Glasscock,Texas,31.82444,-101.49085,,,,FracFocus
Riley 47 #11,42173345590000,Apache Corporation,Glasscock,Texas,31.89004,-101.50385,,,,FracFocus
TXLNU 1025H,42135412800000,Apache Corporation,Ector,Texas,31.863,-102.735,,,,FracFocus
Weaver 23 7,42173342870000,Apache Corporation,Glasscock,Texas,31.82666,-101.48397,,,,FracFocus
Mcelroy Ranch 127 Northeast 3,42461373630000,Apache Corporation,Upton,Texas,31.40296,-102.16162,,,,FracFocus
CC #3612,42461375960000,Apache Corporation,Upton,Texas,31.554,-102.023,,,,FracFocus
Nix 16 6,42173343290000,Apache Corporation,Glasscock,Texas,31.83713,-101.53184,,,,FracFocus
KMCU 5502,42235348280000,Apache Corporation,Irion,Texas,31.253,-101.118,,,,FracFocus
SAU 45 #4A,42383374620000,Apache Corporation,Reagan,Texas,31.492,-101.621,,,,FracFocus
Roberts Unit 3226,42501311680000,Apache Corporation,Yoakum,Texas,33.01627,-102.96564,,,,FracFocus
Parker J E 5,42135413290000,Apache Corporation,Ector,Texas,31.85425,-102.69272,,,,FracFocus
Cook 21 7,42173343970000,Apache Corporation,Glasscock,Texas,31.8182,-101.51737,,,,FracFocus
Musgrove 3110-1,42227363290000,Apache Corporation,Howard,Texas,32.36823,-101.347903,,,,FracFocus
Daniels E 138 #2H,42357330260000,Apache Corporation,Ochiltree,Texas,36.073948,-101.00563,,,,FracFocus
Dorado 18 #5,42173344090000,Apache Corporation,Glasscock,Texas,31.823,-101.562,,,,FracFocus
Ballenger 3003,42173345240000,Apache Corporation,Glasscock,Texas,31.93376,-101.48941,,,,FracFocus
Bowers 104HC,42211349600000,Apache Corporation,Hemphill,Texas,35.707194,-100.065444,,,,FracFocus
Hartley 38 9,42173344500000,Apache Corporation,Glasscock,Texas,31.90159,-101.51531,,,,FracFocus
Weatherly 501H,42483333390000,Apache Corporation,Wheeler,Texas,35.27307,-100.115357,,,,FracFocus
Adams 26 #7,42173345350000,Apache Corporation,Glasscock,Texas,31.808,-101.483,,,,FracFocus
KMCU 5020,42235348200000,Apache Corporation,Irion,Texas,31.254,-101.11,,,,FracFocus
Roberts Unit 3647R,42501357900000,Apache Corporation,Yoakum,Texas,33.01281,-102.88903,,,,FracFocus
Weaver 23 11,42173345390000,Apache Corporation,Glasscock,Texas,31.83105,-101.47964,,,,FracFocus
SRH 1323,42383369490000,Apache Corporation,Reagan,Texas,31.47478,-101.44882,,,,FracFocus
Dobson SL #7HC,42483333870000,Apache Corporation,Wheeler,Texas,35.517944,-100.011361,,,,FracFocus
Smith 113 Se 1,42461373680000,Apache Corporation,Upton,Texas,31.45908,-102.14692,,,,FracFocus
Burns 27 3,42173345280000,Apache Corporation,Glasscock,Texas,31.81321,-101.50774,,,,FracFocus
Neal 38 #3,42461370160000,Apache Corporation,Upton,Texas,31.528,-102.036,,,,FracFocus
Anderson 26 #3,42173345650000,Apache Corporation,Glasscock,Texas,31.931,-101.521,,,,FracFocus
KMCU 4921,42235347810000,Apache Corporation,Irion,Texas,31.266,-101.108,,,,FracFocus
Jeffs 3A#1,42383375190000,Apache Corporation,Reagan,Texas,31.478,-101.6,,,,FracFocus
SLSAU 613H,42003434710000,Apache Corporation,Andrews,Texas,32.327,-102.618,,,,FracFocus
Nix 16 1,42173336880000,Apache Corporation,Glasscock,Texas,31.83772,-101.52323,,,,FracFocus
ED Books 11 #12,42173346070000,Apache Corporation,Glasscock,Texas,31.859,-101.495,,,,FracFocus
Cook 21 9,42173344770000,Apache Corporation,Glasscock,Texas,31.82798,-101.51442,,,,FracFocus
Mallet Unit Area 175,42079014640000,Apache Corporation,Cochran,Texas,33.45877,-102.60977,,,,FracFocus
His Blessing 34 5,42173345170000,Apache Corporation,Glasscock,Texas,31.91288,-101.5242,,,,FracFocus
Mallet Unit 1507,42219368220000,Apache Corporation,Hockley,Texas,33.44328,-102.58226,,,,FracFocus
Ross 40 #6,42461369300000,Apache Corporation,Upton,Texas,31.522,-102.06,,,,FracFocus
ED Books 2A #4,42173343650000,Apache Corporation,Glasscock,Texas,31.864,-101.504,,,,FracFocus
CC #3611,42461376310000,Apache Corporation,Upton,Texas,31.545,-102.015,,,,FracFocus
Txl South Unit 5708,42135371900000,Apache Corporation,Ector,Texas,31.82425,-102.68631,,,,FracFocus
Cook 21 #8,42173345060000,Apache Corporation,Glasscock,Texas,31.826,-101.519,,,,FracFocus
Lizardfish 27 3,42173345290000,Apache Corporation,Glasscock,Texas,31.80249,-101.50372,,,,FracFocus
Neal 38 #4,42461370170000,Apache Corporation,Upton,Texas,31.53,-102.028,,,,FracFocus
Stiles 24 # 11-24H,42483333450000,Apache Corporation,Wheeler,Texas,35.282214,-100.040173,,,,FracFocus
Philmac Unit #1 HR ST2,42173344730000,Apache Corporation,Glasscock,Texas,31.964,-101.389,,,,FracFocus
