site_name,api_number,operator,county,state,latitude,longitude,job_codes,well_type,status,source
ED Books 1D Unit #12,42173356990000,Apache Corporation,Glasscock,Texas,31.8713,-101.4854,,,,FracFocus
North Central Levelland Unit 394,42219341300000,Apache Corporation,Hockley,Texas,33.62981,-102.58007,,,,FracFocus
ED Books 1#15,42173359290000,Apache Corporation,Glasscock,Texas,31.8749,-101.4843,,,,FracFocus
CC 3626HM,42461386600000,Apache Corporation,Upton,Texas,31.542916,-102.02226,,,,FracFocus
Roberts Unit 3271D,42501360560000,Apache Corporation,Yoakum,Texas,33.00896,-102.95907,,,,FracFocus
Power Bar 30-31 #1H,42003455200000,Apache Corporation,Andrews,Texas,32.1147,-102.8173,,,,FracFocus
University Devonian 16#1,42103362240000,Apache Corporation,Crane,Texas,31.482323,-102.483276,,,,FracFocus
Mattie Minor #17,42415348710000,Apache Corporation,Scurry,Texas,32.58463,-101.03838,,,,FracFocus
HE Cummins B 33H,42135425290000,Apache Corporation,Ector,Texas,32.002021,-102.71043,,,,FracFocus
Redtail 48 #2,42173359990000,Apache Corporation,Glasscock,Texas,31.775,-101.459,,,,FracFocus
Sanders 43-7H,42211352220000,Apache Corporation,Hemphill,Texas,35.778431,-100.153183,,,,FracFocus
CC 3627 HU,42461386620000,Apache Corporation,Upton,Texas,31.543067,-102.02164,,,,FracFocus
ED Books 6 #4,42173353340000,Apache Corporation,Glasscock,Texas,31.850494,-101.55651,,,,FracFocus
SRH 13 #1314,42383379650000,Apache Corporation,Reagan,Texas,31.469455,-101.45986,,,,FracFocus
McElroy Ranch CO F #5SE,42461388080000,Apache Corporation,Upton,Texas,31.448607,-102.175089,,,,FracFocus
Seth Campbell #76,42495334990000,Apache Corporation,Winkler,Texas,31.881259,-103.059151,,,,FracFocus
Scott Sugg 1213 6H,42235350780000,Apache Corporation,Irion,Texas,31.253637,-101.057656,,,,FracFocus
Ellen 8 12H,42211352230000,Apache Corporation,Hemphill,Texas,35.705881,-100.131436,,,,FracFocus
Seth Campbell #83,42495335110000,Apache Corporation,Winkler,Texas,31.874859,-103.070045,,,,FracFocus
Three Bar Shallow Unit #111H,42003455260000,Apache Corporation,Andrews,Texas,32.166552,-102.82217,,,,FracFocus
North McElroy Unit 2660,42103034750000,Apache Corporation,Crane,Texas,31.486637,-102.338596,,,,FracFocus
Barracuda 45 #10,42173359630000,Apache Corporation,Glasscock,Texas,31.8979,-101.4361,,,,FracFocus
Lockhart 1-10,42211335070000,Apache Corporation,Hemphill,Texas,36.042763,-100.170204,,,,FracFocus
Scott Sugg 1213 H23M,42235354770000,Apache Corporation,Irion,Texas,31.253633,-101.057468,,,,FracFocus
SRH 17 #1716,42383380160000,Apache Corporation,Reagan,Texas,31.43945,-101.45606,,,,FracFocus
Ballenger 3142 #5H,42173357330000,Apache Corporation,Glasscock,Texas,31.912495,-101.48519,,,,FracFocus
Condor 48 #1,42173360010000,Apache Corporation,Glasscock,Texas,31.7701,-101.4549,,,,FracFocus
Sugg 5051 H63M,42235354350000,Apache Corporation,Irion,Texas,31.25595,-101.098083,,,,FracFocus
Randall 640 #3H,42295340050000,Apache Corporation,Lipscomb,Texas,36.246033,-100.435767,,,,FracFocus
Ballenger 3142 #7H,42173357350000,Apache Corporation,Glasscock,Texas,31.913596,-101.480306,,,,FracFocus
Pyle 40 5H,42483336690000,Apache Corporation,Wheeler,Texas,35.50221,-100.184784,,,,FracFocus
Barrow Augusta 1407,42135425350000,Apache Corporation,Ector,Texas,31.99283,-102.39354,,,,FracFocus
Ballenger #3210,42173359330000,Apache Corporation,Glasscock,Texas,31.920444,-101.46571,,,,FracFocus
Chaney 43 #3,42461384520000,Apache Corporation,Upton,Texas,31.534247,-101.99416,,,,FracFocus
King 11#1H,42103362320000,Apache Corporation,Crane,Texas,31.401572,-102.379628,,,,FracFocus
Miller 36 2HU,42461387040000,Apache Corporation,Upton,Texas,31.582179,-101.92373,,,,FracFocus
Ballenger #3211,42173359300000,Apache Corporation,Glasscock,Texas,31.918528,-101.45924,,,,FracFocus
Wolf 21 1,42227375850000,Apache Corporation,Howard,Texas,32.48393,-101.35145,,,,FracFocus
Roberts Unit 4315,42501102580000,Apache Corporation,Yoakum,Texas,33.00479,-102.95201,,,,FracFocus
Pyle 40 6H,42483336870000,Apache Corporation,Wheeler,Texas,35.50209,-100.19328,,,,FracFocus
Txl 41 1,42135425760000,Apache Corporation,Ector,Texas,31.85638,-102.73061,,,,FracFocus
Buchanan 10 2,42227375810000,Apache Corporation,Howard,Texas,32.47553,-101.38092,,,,FracFocus
Scott Sugg 5051 East H61U,42235354340000,Apache Corporation,Irion,Texas,31.233525,-101.09777,,,,FracFocus
Connell Cowden 48 #3,42461381660000,Apache Corporation,Upton,Texas,31.52699,-102.00965,,,,FracFocus
Raven 38 #1,42173360340000,Apache Corporation,Glasscock,Texas,31.7871,-101.4762,,,,FracFocus
Ballenger 3142 #8H,42173357400000,Apache Corporation,Glasscock,Texas,31.914439,-101.476558,,,,FracFocus
Cleveland 5 #4,42173359470000,Apache Corporation,Glasscock,Texas,31.746879,-101.51583,,,,FracFocus
Ballenger #4106,42173359530000,Apache Corporation,Glasscock,Texas,31.910306,-101.46563,,,,FracFocus
McElroy Ranch #26 Sec 130,42461389530000,Apache Corporation,Upton,Texas,31.434622,-102.170478,,,,FracFocus
Barrow Augusta 1408,42135425360000,Apache Corporation,Ector,Texas,31.988271,-102.39273,,,,FracFocus
Thompson 12,42227375240000,Apache Corporation,Howard,Texas,32.476135,-101.37628,,,,FracFocus
Chester 10 #2,42173355900000,Apache Corporation,Glasscock,Texas,31.9811,-101.4481,,,,FracFocus
LumberJack 32 #1,42173356420000,Apache Corporation,Glasscock,Texas,31.699572,-101.39574,,,,FracFocus
Scott Sugg 5051 East H53M,42235354270000,Apache Corporation,Irion,Texas,31.233539,-101.09911,,,,FracFocus
Alexander Unit 66 #2H,42211352260000,Apache Corporation,Hemphill,Texas,36.0237,-100.33605,,,,FracFocus
Kestrel 38 #4,42173360440000,Apache Corporation,Glasscock,Texas,31.780215,-101.47008,,,,FracFocus
Stiles 68 3068H,42483336740000,Apache Corporation,Wheeler,Texas,35.431835,-100.044022,,,,FracFocus
Ballenger 3142#9H,42173357410000,Apache Corporation,Glasscock,Texas,31.914885,-101.47457,,,,FracFocus
Txl 41 3,42135425780000,Apache Corporation,Ector,Texas,31.858356,-102.7217,,,,FracFocus
Ballenger #3103,42173355600000,Apache Corporation,Glasscock,Texas,31.913694,-101.48334,,,,FracFocus
Daniels 138 #5H,42357333110000,Apache Corporation,Ochiltree,Texas,36.129769,-101.0188,,,,FracFocus
Chaney 43 #4,42461384530000,Apache Corporation,Upton,Texas,31.531691,-101.98895,,,,FracFocus
Adair SAU 1307,42165003540000,Apache Corporation,Gaines,Texas,32.95062,-102.30063,,,,FracFocus
Ballenger #3104,42173359800000,Apache Corporation,Glasscock,Texas,31.912861,-101.48071,,,,FracFocus
Stiles 18 2518H,42483337550000,Apache Corporation,Wheeler,Texas,35.473028,-100.053272,,,,FracFocus
Pyle 40 9H,42483337310000,Apache Corporation,Wheeler,Texas,35.50205,-100.19336,,,,FracFocus
Redtail 48 #3,42173360000000,Apache Corporation,Glasscock,Texas,31.778638,-101.44748,,,,FracFocus
Scott Sugg 0504 H71U,42235353060000,Apache Corporation,Irion,Texas,31.275882,-101.02801,,,,FracFocus
Griffin Ranch 22 2,42227375790000,Apache Corporation,Howard,Texas,32.48354,-101.34313,,,,FracFocus
Hoover 216 #4H,42357332760000,Apache Corporation,Ochiltree,Texas,36.09956,-100.722002,,,,FracFocus
Reveille 7H,42051337170000,Apache Corporation,Burleson,Texas,30.536647,-96.415192,,,,FracFocus
Dobson Ranch 1 #9 H,42483337670000,Apache Corporation,Wheeler,Texas,35.517811,-100.005225,,,,FracFocus
Scott Sugg 5051 East H51U,42235354360000,Apache Corporation,Irion,Texas,31.233553,-101.10046,,,,FracFocus
Roberts Unit 2261D,42501360110000,Apache Corporation,Yoakum,Texas,33.02663,-102.96374,,,,FracFocus
His Blessing 35 #11,42173359910000,Apache Corporation,Glasscock,Texas,31.914974,-101.51836,,,,FracFocus
Connell Cowden 48 #5,42461382170000,Apache Corporation,Upton,Texas,31.524176,-102.00341,,,,FracFocus
McElroy Ranch 129#28,42461389550000,Apache Corporation,Upton,Texas,31.425442,-102.17715,,,,FracFocus
Mallet Unit 1520,42079332720000,Apache Corporation,Cochran,Texas,33.438327,-102.60445,,,,FracFocus
Schwartz #4,42173337360000,Apache Corporation,Glasscock,Texas,31.869777,-101.51041,,,,FracFocus
Cleveland 5 #3,42173359460000,Apache Corporation,Glasscock,Texas,31.749983,-101.52249,,,,FracFocus
Coons W A 50,42219357890000,Apache Corporation,Hockley,Texas,33.40044,-102.45574,,,,FracFocus
Dobson Ranch 2 #5,42483335530000,Apache Corporation,Wheeler,Texas,35.532017,-100.010917,,,,FracFocus
University TB(Shallow)Unit A-1 115H,42003455270000,Apache Corporation,Andrews,Texas,32.167406,-102.81861,,,,FracFocus
Von Trap 94 1,42033322880000,Apache Corporation,Borden,Texas,32.620636,-101.20304,,,,FracFocus
Txl 41 2,42135425770000,Apache Corporation,Ector,Texas,31.857517,-102.72609,,,,FracFocus
Scott Sugg 5051 East H43M,42235354250000,Apache Corporation,Irion,Texas,31.233567,-101.1018,,,,FracFocus
Beasley 2-37H,42483337560000,Apache Corporation,Wheeler,Texas,35.489552,-100.23703,,,,FracFocus
Carter 1 #1,42173360250000,Apache Corporation,Glasscock,Texas,31.984814,-101.51631,,,,FracFocus
Randall 640 #2H,42295340040000,Apache Corporation,Lipscomb,Texas,36.246038,-100.427441,,,,FracFocus
Sugg Strip H41U,42235353250000,Apache Corporation,Irion,Texas,31.251436,-101.025229,,,,FracFocus
Sealy Smith Foundation B#91,42495334550000,Apache Corporation,Winkler,Texas,31.723147,-102.961453,,,,FracFocus
Roberts Unit 2716,42501304010000,Apache Corporation,Yoakum,Texas,33.0267,-102.88179,,,,FracFocus
Roberts Unit 2263D,42501360130000,Apache Corporation,Yoakum,Texas,33.02362,-102.96389,,,,FracFocus
Sealy Smith Foundation B#87,42495334540000,Apache Corporation,Winkler,Texas,31.726472,-102.96275,,,,FracFocus
Hester 39 #7,42173360300000,Apache Corporation,Glasscock,Texas,31.9025,-101.5201,,,,FracFocus
Rogers 35 #06,42461389910000,Apache Corporation,Upton,Texas,31.42789,-101.97995,,,,FracFocus
Seeds 63 4H,42483337280000,Apache Corporation,Wheeler,Texas,35.414825,-100.012922,,,,FracFocus
Sealy Smith Foundation B#92,42495334560000,Apache Corporation,Winkler,Texas,31.714981,-102.963325,,,,FracFocus
Round Top Canyon Sand G 172,42151317650000,Apache Corporation,Fisher,Texas,32.86359,-100.2778,,,,FracFocus
Hechler W F 7,42227376040000,Apache Corporation,Howard,Texas,32.52251,-101.34228,,,,FracFocus
Scott Sugg 5051 East H41U,42235354260000,Apache Corporation,Irion,Texas,31.233581,-101.10315,,,,FracFocus
Big Rocker B2 #1512,42383384030000,Apache Corporation,Reagan,Texas,31.508782,-101.4915,,,,FracFocus
Moore 62 #9H,42483337050000,Apache Corporation,Wheeler,Texas,35.414825,-100.012972,,,,FracFocus
Roberts Unit 2705,42501320630000,Apache Corporation,Yoakum,Texas,33.02271,-102.88728,,,,FracFocus
North McElroy Unit 3950F,42103329540000,Apache Corporation,Crane,Texas,31.45494,-102.34843,,,,FracFocus
Txl North Unit 415,42135059680000,Apache Corporation,Ector,Texas,31.91782,-102.74539,,,,FracFocus
Walker Glass #1,42173340720000,Apache Corporation,Glasscock,Texas,31.837452,-101.49752,,,,FracFocus
Scott Sugg 4948 H53M,42235354080000,Apache Corporation,Irion,Texas,31.276714,-101.1064,,,,FracFocus
High Bar #2H,42003455500000,Apache Corporation,Andrews,Texas,32.2719,-102.8639,,,,FracFocus
Duff 7 #3,42173360220000,Apache Corporation,Glasscock,Texas,31.980746,-101.50343,,,,FracFocus
Tyler 55 9-55H,42483337500000,Apache Corporation,Wheeler,Texas,35.386921,-100.0159,,,,FracFocus
Cheyenne Station 39 #1,42359303800000,Apache Corporation,Oldham,Texas,35.557072,-102.302634,,,,FracFocus
Roberts Unit 3243R,42501360510000,Apache Corporation,Yoakum,Texas,33.0105,-102.95807,,,,FracFocus
Txl 41 4,42135425790000,Apache Corporation,Ector,Texas,31.85836,-102.71868,,,,FracFocus
Boys Ranch 116 #16,42359303830000,Apache Corporation,Oldham,Texas,35.528989,-102.247015,,,,FracFocus
Bomber #06,42461386710000,Apache Corporation,Upton,Texas,31.504831,-102.04133,,,,FracFocus
George D. Hogg #5H,42495335050000,Apache Corporation,Winkler,Texas,31.757844,-102.961612,,,,FracFocus
Woodley F L 85,42079332810000,Apache Corporation,Cochran,Texas,33.496947,-102.62989,,,,FracFocus
Cowden 26#1H,42103362340000,Apache Corporation,Crane,Texas,31.4121,-102.4012,,,,FracFocus
Thornton 59 5H,42211351680000,Apache Corporation,Hemphill,Texas,35.794472,-100.179558,,,,FracFocus
Maui 5 #3,42173360290000,Apache Corporation,Glasscock,Texas,31.751473,-101.51346,,,,FracFocus
Wolf 21 2,42227376140000,Apache Corporation,Howard,Texas,32.482301,-101.34844,,,,FracFocus
Augusta Barrow 1417H,42135427040000,Apache Corporation,Ector,Texas,31.9871,-102.3859,,,,FracFocus
North Central Levelland Unit 552,42219358640000,Apache Corporation,Hockley,Texas,33.6219,-102.53545,,,,FracFocus
Scott Sugg 5051 H33M,42235354440000,Apache Corporation,Irion,Texas,31.256386,-101.105983,,,,FracFocus
Beaver 352 #1H,42033322960000,Apache Corporation,Borden,Texas,32.8169,-101.20078,,,,FracFocus
Moore 62 #4H,42483337700000,Apache Corporation,Wheeler,Texas,35.399586,-100.021675,,,,FracFocus
Squire#9008H,42173360230000,Apache Corporation,Glasscock,Texas,31.989533,-101.469903,,,,FracFocus
Roberts Unit 3356,42501360610000,Apache Corporation,Yoakum,Texas,33.01125,-102.95142,,,,FracFocus
Miller 4 3,42227374740000,Apache Corporation,Howard,Texas,32.380366,-101.37893,,,,FracFocus
Hoover 216 #5H,42357332750000,Apache Corporation,Ochiltree,Texas,36.09895,-100.71361,,,,FracFocus
Rogers 35 #8,42461389930000,Apache Corporation,Upton,Texas,31.429828,-101.97172,,,,FracFocus
Barrow Augusta 2304,42135425370000,Apache Corporation,Ector,Texas,31.974636,-102.38441,,,,FracFocus
McElroy Ranch 138#3,42461389190000,Apache Corporation,Upton,Texas,31.391697,-102.176621,,,,FracFocus
Txl 41 6,42135425800000,Apache Corporation,Ector,Texas,31.85342,-102.71499,,,,FracFocus
Scott Sugg 1213 H23M,42235354430000,Apache Corporation,Irion,Texas,31.276184,-101.05588,,,,FracFocus
North Central Levelland Unit 537,42079325960000,Apache Corporation,Cochran,Texas,33.62533,-102.64564,,,,FracFocus
ASAU 1206,42165003000000,Apache Corporation,Gaines,Texas,32.95419,-102.27969,,,,FracFocus
Lee 59 7H,42173358860000,Apache Corporation,Glasscock,Texas,31.977467,-101.40658,,,,FracFocus
Big Rocker B2 #1513,42383383770000,Apache Corporation,Reagan,Texas,31.5091,-101.4929,,,,FracFocus
Stiles 16B 1716H,42483337600000,Apache Corporation,Wheeler,Texas,35.459272,-100.083064,,,,FracFocus
Minnie Hodges  40-1H,42393306930000,Apache Corporation,Roberts,Texas,36.045,-100.714,,,,FracFocus
Scott Sugg 4948 H63M,42235354090000,Apache Corporation,Irion,Texas,31.276744,-101.10923,,,,FracFocus
Adams 137 #7H,42357332790000,Apache Corporation,Ochiltree,Texas,36.098902,-100.713611,,,,FracFocus
Txl 41 7,42135426390000,Apache Corporation,Ector,Texas,31.85396,-102.72642,,,,FracFocus
Adams 137 #6H,42357332780000,Apache Corporation,Ochiltree,Texas,36.09938,-100.722002,,,,FracFocus
Adams 137 #5H,42357332800000,Apache Corporation,Ochiltree,Texas,36.099572,-100.72647,,,,FracFocus
Stiles 16A 1616H,42483337590000,Apache Corporation,Wheeler,Texas,35.459231,-100.083067,,,,FracFocus
Roberts Unit 4234R,42501360690000,Apache Corporation,Yoakum,Texas,33.00482,-102.95913,,,,FracFocus
SAU 5 #2D,42383378450000,Apache Corporation,Reagan,Texas,31.472806,-101.644123,,,,FracFocus
Lee 59-8H,42173358870000,Apache Corporation,Glasscock,Texas,31.977592,-101.41027,,,,FracFocus
Lee 59 10H,42173359240000,Apache Corporation,Glasscock,Texas,31.977844,-101.41767,,,,FracFocus
Moore 62 12H,42483337460000,Apache Corporation,Wheeler,Texas,35.400319,-100.014344,,,,FracFocus
SAU 6 #2D,42383378840000,Apache Corporation,Reagan,Texas,31.469778,-101.660911,,,,FracFocus
Carmichael 1501H,42003456300000,Apache Corporation,Andrews,Texas,32.22076,-102.81444,,,,FracFocus
Barrow Augusta 1411,42135425700000,Apache Corporation,Ector,Texas,31.99181,-102.39035,,,,FracFocus
Taylor Draw 3002 HM,42461387980000,Apache Corporation,Upton,Texas,31.15799,-101.77501,,,,FracFocus
Bartz 19 6019H,42483319540000,Apache Corporation,Wheeler,Texas,35.465,-100.038889,,,,FracFocus
Alexander 1-8H,42211352430000,Apache Corporation,Hemphill,Texas,35.691414,-100.139305,,,,FracFocus
Scott Sugg 5554 H43M,42235354800000,Apache Corporation,Irion,Texas,31.256938,-101.113338,,,,FracFocus
University Lands 36#4H,42103362450000,Apache Corporation,Crane,Texas,31.46208,-102.418314,,,,FracFocus
C S Dean `A` Unit 225,42079328250000,Apache Corporation,Cochran,Texas,33.4915,-102.75116,,,,FracFocus
Greatwhite 44-3H,42173360470000,Apache Corporation,Glasscock,Texas,31.9029,-101.4591,,,,FracFocus
Thompson 12 3,42227375840000,Apache Corporation,Howard,Texas,32.477479,-101.36556,,,,FracFocus
Taylor Draw 3001 HU,42461387920000,Apache Corporation,Upton,Texas,31.15799,-101.77453,,,,FracFocus
Leone 2H,42051337200000,Apache Corporation,Burleson,Texas,30.535614,-96.362792,,,,FracFocus
Scott Sugg 5051 H13M,42235354410000,Apache Corporation,Irion,Texas,31.233658,-101.11057,,,,FracFocus
Stiles  4 2104H,42483337610000,Apache Corporation,Wheeler,Texas,35.445406,-100.060006,,,,FracFocus
Stiles 3 2803H,42483337770000,Apache Corporation,Wheeler,Texas,35.445097,-100.0419,,,,FracFocus
Txl 41 8,42135426400000,Apache Corporation,Ector,Texas,31.8521,-102.72276,,,,FracFocus
Daniels E138 #4H,42357332840000,Apache Corporation,Ochiltree,Texas,36.12789,-101.00945,,,,FracFocus
Stiles 3 SL 26-3H,42483337350000,Apache Corporation,Wheeler,Texas,35.459343,-100.054077,,,,FracFocus
Stiles 3 SL 2703H,42483337490000,Apache Corporation,Wheeler,Texas,35.459343,-100.054131,,,,FracFocus
Roberts Unit 2735,42501304020000,Apache Corporation,Yoakum,Texas,33.03255,-102.87592,,,,FracFocus
McElroy 137 #5,42461389460000,Apache Corporation,Upton,Texas,31.412687,-102.18354,,,,FracFocus
Walter Jones 1-18H,42211352460000,Apache Corporation,Hemphill,Texas,35.994444,-100.150508,,,,FracFocus
Seeds 63B-5H,42483337800000,Apache Corporation,Wheeler,Texas,35.416,-100.02,,,,FracFocus
Woodley F L 86,42079332820000,Apache Corporation,Cochran,Texas,33.49502,-102.62417,,,,FracFocus
Roberts Unit 3737,42501305890000,Apache Corporation,Yoakum,Texas,33.01159,-102.87482,,,,FracFocus
Woodley F L 92,42079332940000,Apache Corporation,Cochran,Texas,33.50086,-102.62309,,,,FracFocus
ASAU 912,42445322170000,Apache Corporation,Terry,Texas,32.961258,-102.29121,,,,FracFocus
Thomas #5,42461389840000,Apache Corporation,Upton,Texas,31.404044,-101.96678,,,,FracFocus
Gray 231 #2H,42033322810000,Apache Corporation,Borden,Texas,32.7349,-101.3011,,,,FracFocus
Txl 41 5,42135426770000,Apache Corporation,Ector,Texas,31.856593,-102.71598,,,,FracFocus
Maui 5 #2,42173360280000,Apache Corporation,Glasscock,Texas,31.745364,-101.50715,,,,FracFocus
Byrd Frost 12,42415348800000,Apache Corporation,Scurry,Texas,32.584703,-101.046729,,,,FracFocus
Scott Sugg 5554 H31U,42235354830000,Apache Corporation,Irion,Texas,31.233744,-101.119512,,,,FracFocus
Sallie 7-5H,42483337480000,Apache Corporation,Wheeler,Texas,35.422039,-100.08495,,,,FracFocus
Scott Sugg 5554 H41U,42235354810000,Apache Corporation,Irion,Texas,31.233703,-101.11517,,,,FracFocus
Chaparral 89 202H,42301319980000,Apache Corporation,Loving,Texas,31.747606,-103.651899,,,,FracFocus
Chaparral 89 #101H,42301319950000,Apache Corporation,Loving,Texas,31.7359,-103.6611,,,,FracFocus
Chaparral 89 #102H,42301319960000,Apache Corporation,Loving,Texas,31.7351,-103.6649,,,,FracFocus
Sealy Smith B 95H,42495335130000,Apache Corporation,Winkler,Texas,31.7089,-102.9619,,,,FracFocus
Woodley F L 93,42079332880000,Apache Corporation,Cochran,Texas,33.50062,-102.62159,,,,FracFocus
Roberts Unit 1736,42501320580000,Apache Corporation,Yoakum,Texas,33.03725,-102.8745,,,,FracFocus
C S Dean `A` Unit 211,42079325800000,Apache Corporation,Cochran,Texas,33.51344,-102.75975,,,,FracFocus
Woodley F L 94,42079332890000,Apache Corporation,Cochran,Texas,33.49716,-102.6195,,,,FracFocus
Txl 44 1,42135427370000,Apache Corporation,Ector,Texas,31.8459,-102.72695,,,,FracFocus
Rogers 35 #7,42461389920000,Apache Corporation,Upton,Texas,31.432333,-101.97683,,,,FracFocus
Woodley F L 95,42079332900000,Apache Corporation,Cochran,Texas,33.49702,-102.6504,,,,FracFocus
University Devonian 42#4,42103349770000,Apache Corporation,Crane,Texas,31.43459,-102.49048,,,,FracFocus
Rocker B Sec 11 #1105 HL,42383384280000,Apache Corporation,Reagan,Texas,31.468165,-101.50451,,,,FracFocus
Byrd Frost A #6,42415348810000,Apache Corporation,Scurry,Texas,32.584718,-101.050516,,,,FracFocus
West Levelland Unit 335,42079324170000,Apache Corporation,Cochran,Texas,33.60697,-102.66182,,,,FracFocus
Barrow Augusta 2307,42135425400000,Apache Corporation,Ector,Texas,31.977421,-102.38879,,,,FracFocus
Foxtrot 31 #1,42173356060000,Apache Corporation,Glasscock,Texas,31.689238,-101.40989,,,,FracFocus
Mack 8 3H,42173360890000,Apache Corporation,Glasscock,Texas,31.985998,-101.48578,,,,FracFocus
Smith Ranch 69 #1,42359303840000,Apache Corporation,Oldham,Texas,35.498888,-102.232734,,,,FracFocus
Byrd Frost A #7,42415348820000,Apache Corporation,Scurry,Texas,32.584918,-101.048629,,,,FracFocus
Gunn Frances A 34,42227376360000,Apache Corporation,Howard,Texas,32.49856,-101.35693,,,,FracFocus
Bivins-LIT 1159,42359303810000,Apache Corporation,Oldham,Texas,35.525188,-102.234437,,,,FracFocus
Boys Ranch 116 #17,42359303870000,Apache Corporation,Oldham,Texas,35.525765,-102.242092,,,,FracFocus
Barrow Augusta 1601,42135426980000,Apache Corporation,Ector,Texas,31.98269,-102.41926,,,,FracFocus
SAU 20 #2E,42383383590000,Apache Corporation,Reagan,Texas,31.544995,-101.66301,,,,FracFocus
Rocker B Sec 11 #1106 HC,42383384290000,Apache Corporation,Reagan,Texas,31.468234,-101.5042,,,,FracFocus
Lynda Neal 2804H,42173361190000,Apache Corporation,Glasscock,Texas,31.946287,-101.459905,,,,FracFocus
SAU 9 #2D,42383383090000,Apache Corporation,Reagan,Texas,31.467602,-101.619951,,,,FracFocus
WR Sterling 24,42415348780000,Apache Corporation,Scurry,Texas,32.59507,-101.05957,,,,FracFocus
Ramsey 58 17H,42211352520000,Apache Corporation,Hemphill,Texas,35.79517,-100.19524,,,,FracFocus
Hammerhead 33-6H,42173359560000,Apache Corporation,Glasscock,Texas,31.919467,-101.4515,,,,FracFocus
Scott Sugg 5554 H33M,42235354820000,Apache Corporation,Irion,Texas,31.233742,-101.11734,,,,FracFocus
McElroy Ranch E #9132SE,42461389250000,Apache Corporation,Upton,Texas,31.463216,-102.1811,,,,FracFocus
Copeland 27 #11,42173360180000,Apache Corporation,Glasscock,Texas,31.925306,-101.53267,,,,FracFocus
Thomas #4,42461389830000,Apache Corporation,Upton,Texas,31.401494,-101.96786,,,,FracFocus
Carmichael 1502H,42003456310000,Apache Corporation,Andrews,Texas,32.2079,-102.8069,,,,FracFocus
C S Dean `A` Unit 239,42079328590000,Apache Corporation,Cochran,Texas,33.51743,-102.75953,,,,FracFocus
Gunn Frances 32,42227375720000,Apache Corporation,Howard,Texas,32.49204,-101.35829,,,,FracFocus
Scott Sugg 5554 H23M,42235354780000,Apache Corporation,Irion,Texas,31.257042,-101.122417,,,,FracFocus
University Lands 36#6H,42103362460000,Apache Corporation,Crane,Texas,31.450388,-102.42011,,,,FracFocus
University Devonian 42#4,42103349440000,Apache Corporation,Crane,Texas,31.434571,-102.490595,,,,FracFocus
Hammerhead 33-8H,42173360400000,Apache Corporation,Glasscock,Texas,31.921034,-101.44376,,,,FracFocus
Roberts Unit 3326,42501312850000,Apache Corporation,Yoakum,Texas,33.01538,-102.94783,,,,FracFocus
Von Twist 95 1,42033322890000,Apache Corporation,Borden,Texas,32.6269,-101.17938,,,,FracFocus
Txl South Unit 6005,42135427250000,Apache Corporation,Ector,Texas,31.828026,-102.68123,,,,FracFocus
Merydith 557 #3H,42295340260000,Apache Corporation,Lipscomb,Texas,36.21695,-100.525356,,,,FracFocus
Weatherly 8 1H,42483337910000,Apache Corporation,Wheeler,Texas,35.457176,-100.184273,,,,FracFocus
McElroy 114 SE#3,42461389480000,Apache Corporation,Upton,Texas,31.473506,-102.15047,,,,FracFocus
Scott Sugg 5554 H21U,42235354840000,Apache Corporation,Irion,Texas,31.25654,-101.1231,,,,FracFocus
Adams 197 #1H,42393325370000,Apache Corporation,Roberts,Texas,35.982961,-100.707814,,,,FracFocus
Kestrel 38 #5,42173360450000,Apache Corporation,Glasscock,Texas,31.791089,-101.46871,,,,FracFocus
Hechler W F 8,42227376080000,Apache Corporation,Howard,Texas,32.52371,-101.33758,,,,FracFocus
Rogers 35 #5,42461390300000,Apache Corporation,Upton,Texas,31.429867,-101.98527,,,,FracFocus
Carmichael 1601H,42003456320000,Apache Corporation,Andrews,Texas,32.2081,-102.80563,,,,FracFocus
Txl North Unit 870,42135376360000,Apache Corporation,Ector,Texas,31.86623,-102.71538,,,,FracFocus
His Blessing 35 #18,42173359920000,Apache Corporation,Glasscock,Texas,31.907936,-101.51612,,,,FracFocus
Easter 5 1,42227375780000,Apache Corporation,Howard,Texas,32.492629,-101.43281,,,,FracFocus
SAU 20 #2D,42383383510000,Apache Corporation,Reagan,Texas,31.544219,-101.66644,,,,FracFocus
E.D. Books  1B Unit #16,42173361560000,Apache Corporation,Glasscock,Texas,31.878864,-101.47774,,,,FracFocus
Scott Sugg 5554 H13M,42235354850000,Apache Corporation,Irion,Texas,31.257103,-101.128221,,,,FracFocus
SAU 6 #1E,42383378870000,Apache Corporation,Reagan,Texas,31.467234,-101.655132,,,,FracFocus
Txl South Unit 6125,42135427260000,Apache Corporation,Ector,Texas,31.82525,-102.67637,,,,FracFocus
Txl South Unit 5921,42135427210000,Apache Corporation,Ector,Texas,31.81714,-102.69146,,,,FracFocus
Walker Farms 14 #15,42173361540000,Apache Corporation,Glasscock,Texas,31.840011,-101.49082,,,,FracFocus
ED Books 35 #10,42173359890000,Apache Corporation,Glasscock,Texas,31.792696,-101.481172,,,,FracFocus
Eagle 36 #3,42173361820000,Apache Corporation,Glasscock,Texas,31.808217,-101.46857,,,,FracFocus
Griffin 23 2,42227376620000,Apache Corporation,Howard,Texas,32.46691,-101.3412,,,,FracFocus
SRH North #1624HM,42383383150000,Apache Corporation,Reagan,Texas,31.458951,-101.46465,,,,FracFocus
